,name,party,chamber,text,score_pattern,score_vader
121,Mike Thompson,D,house,"RT @abc7newsbayarea WATCH LIVE: “Adobe incident is 1% contained,“ said officials #northbayfires http://abc7ne.ws/2hymrMR http://pbs.twimg.com/media/DL9rLqIV4AAM8-A.jpg",0.136363636364,0.0
122,Jerry McNerney,D,house,"RT @CommunityClinic Thank you to @RepMcNerney for your continued support of community health centers, and for a great site visit at @La_Clinica_ Oakley #NHCW17 http://pbs.twimg.com/media/DGzVG72UQAIbL8o.jpg",0.8,0.8519
123,Mike Thompson,D,house,Check out my Facebook page at noon today as I film a live Labor Day edition of Meet Mike Monday: https://www.facebook.com/RepMikeThompson/,0.136363636364,0.0
124,Paul Cook,R,house,We will never forget. #September11th #NeverForget . Thank you to our brothers and sisters serving across the world today keeping us safe. http://pbs.twimg.com/media/DJdLAt-XgAIXCFa.jpg,0.5,0.7241
125,Jackie Speier,D,house,".@HouseGOP is wrong! Gender confirmation treatment is medically necessary, not optional, according 2 @AmerMedicalAssn @APAPsychiatric &amp; more",-0.0416666666667,-0.5255
126,Orrin Hatch,R,senate,"RT @senorrinhatch Last summer Hatch rode OHV’s in the Hurricane Sand Dunes, which this bill will protect access to. http://www.thespectrum.com/story/news/2016/05/31/hatch-rides-sand-mountain/85211890/ #utpol",0.0,0.3818
127,Darrell Issa,R,house,"Incredible meeting w/ Eva, Dan &amp; team @NotMyTollRoadOC. We're going to fight to stop the #tollroad from destroying our beloved communities http://pbs.twimg.com/media/DEGAMl-WAAAuERA.jpg",0.466666666667,-0.6249
128,John Cornyn,R,senate,RT @texasgov It's the #FirstDayofFall 🍁🍂 Texas! 📷: @TPWDparks http://pbs.twimg.com/media/DKVmgk4V4AE2ae4.jpg,0.0,0.0
129,Tim Walz,D,house,"CBO verdict is in: ending CSR payments would be a catastrophic decision by @realDonaldTrump. GOP must work w/ Dems on common sense solutions https://twitter.com/kaiserfamfound/status/897526774023806976 QT @KaiserFamFound CBO finds w/out ACA cost-sharing subsidy payments, premiums ↑ 20% - similar to our April study, which found 19% ↑ http://kaiserf.am/2fIwEb2 http://pbs.twimg.com/media/DHSn19WWsAACZYE.jpg",-0.15,0.3885
130,Raúl Grijalva,D,house,.@SenateGOP is desperate to pass a bill that leaves Americans worse off. It's a selfish act with serious consequences. #ShowUsTheBill https://t.co/EiFc5rEBYo,-0.458333333333,-0.8316
131,Mike Quigley,D,house,I've seen the Russian facebook ads &amp; it's clear they were exploiting most divisive issues they could—Now we must find out how they targeted. http://pbs.twimg.com/ext_tw_video_thumb/915950552294576128/pu/img/NxClAqkkwm3K31Jj.jpg https://video.twimg.com/ext_tw_video/915950552294576128/pu/pl/ozSnNkEkVvG3CIa1.m3u8,0.2,-0.0772
132,Jeff Flake,R,senate,"After years of working to boost manpower at #AZ's border ports, it's good see CBP tackling hiring problems head-on https://www.flake.senate.gov/public/index.cfm/2017/8/flake-secures-cbp-policy-changes-to-prioritize-hiring-at-arizona-ports-of-entry",0.7,0.4404
133,Heidi Heitkamp,D,senate,Talked abOUt need for my bipartisan bill that would promote carbon capture by extending 45Q tax credit w/Cloud Peak Energy. #energyFUTURE http://pbs.twimg.com/media/DLUOcpDWAAAaYB6.jpg,0.0,0.743
134,Joyce Beatty,D,house,Cutting Medicaid by BILLIONS hurts countless hardworking Ohioans &amp; American families! https://t.co/3ptSDbaWD3 #Trumpcare #ProtectOurCare,-0.2,-0.5983
135,Pat Tiberi,R,house,You may not always hear about it on cable news but we are making progress on priorities for Ohioans. https://goo.gl/ZZxJfS  #didyouknow,0.0,0.5719
136,Gary Peters,D,senate,"60% of MI seniors living in nursing homes rely on Medicaid, #Trumpcare cuts could force retirees out on the streets. https://t.co/TvVv5hpHmt",0.0,-0.296
137,Jim Himes,D,house,"A truly nutty day/week has, at its conclusion, a glimmer of hope, right and decency. Thank you McCain, Collins, Murkowski.",0.285714285714,0.8074
138,Elizabeth Warren,D,senate,The @SenateGOP have a big 9/30 deadline to repeal the Affordable Care Act. And here's the scary thing: they might have the votes to do it.,-0.25,0.0
139,Rick Crawford,R,house,RT @LocalMemphis Tonight on Local 24 at 6:30 PM - #YourVoiceAR! Exclusive convo with @RepRickCrawford @RepFrenchHill @rep_stevewomack @RepWesterman #ARNews http://pbs.twimg.com/ext_tw_video_thumb/890661327919882240/pu/img/fh-QS8B82-YA9UZI.jpg https://video.twimg.com/ext_tw_video/890661327919882240/pu/vid/644x360/G7IvXEEJctUYWv5h.mp4,0.0,0.2003
140,Ileana Ros-Lehtinen,R,house,#SoFla's small businesses are the backbone of our economy. It is important 2 support local owners advance pro-job initiatives! W @FlChamber http://pbs.twimg.com/media/DDb1VKBXkAAA7wf.jpg,0.05,0.5848
141,John Lewis,D,house,"We have a moral obligation to do all that we can to end gun violence in America. https://twitter.com/housedemocrats/status/916656868499394562 QT @HouseDemocrats In this week's Democratic address, @RepJohnLewis urges Republicans to join Democrats in taking simple steps now to #EndGunViolence. ↓ http://pbs.twimg.com/amplify_video_thumb/916508432672481280/img/FzZZt9BSoaYL03Zz.jpg https://video.twimg.com/amplify_video/916508432672481280/pl/KjU-Be0_YkfSWMKu.m3u8",0.0,-0.1943
142,Ileana Ros-Lehtinen,R,house,"Ha! Gracias, mis amigos de @TheCHLI!! I love that cake! https://twitter.com/thechli/status/886342815999029248 QT @TheCHLI HAPPY BIRTHDAY CHLI MADRINA @RosLehtinen! http://pbs.twimg.com/tweet_video_thumb/DEzsFcAXgAINz8N.jpg https://video.twimg.com/tweet_video/DEzsFcAXgAINz8N.mp4",0.8125,0.9496
143,Donald Norcross,D,house,"Among 22 million, it’s easy for one story to get lost. Here’s Antonio’s story: http://bit.ly/2t0WGZM #ProtectOurCare http://pbs.twimg.com/media/DDaiROhXcAI-R_-.jpg",0.433333333333,0.1531
144,Susan Collins,R,senate,King family of Howland &amp; Enfield at dedication of beautiful new bridge named in their honor. Delighted to join them. http://pbs.twimg.com/media/DIRJLMDW0AAv_2C.jpg,0.562121212121,0.9118
145,Patty Murray,D,senate,.@SenateDems will head to floor at 3:30ET &amp; make clear: there is no “fixing” #Trumpcare: http://bit.ly/2v9hxto,0.1,0.1027
146,Dan Kildee,D,house,Continuing my tour of MI manufacturing at @MagnaInt talking to workers about how we can create better jobs &amp; #ABetterDeal for our region. http://pbs.twimg.com/media/DIgdIcnXYAIiRNL.jpg,0.5,0.6124
147,Jeff Denham,R,house,"Congrats, R.D. James. Positive add to @USACEHQ as they work to reform civil works program  https://www.whitehouse.gov/the-press-office/2017/10/04/president-donald-j-trump-announces-intent-nominate-personnel-key",0.227272727273,0.7906
148,Raúl Grijalva,D,house,Sad to see @HouseGOP trying to jam their #borderwall bill through the House without debate. #NoBanNoWall https://twitter.com/NRDems/status/918599546091003904 QT @NRDems Top Committee Democrats→ GOP Leaders: Committees want to debate the GOP-backed #BorderWall bill before it goes to the House floor for a vote http://pbs.twimg.com/media/DL-FDUTW0AIPMrP.jpg,0.0,-0.596
149,Tom Emmer,R,house,Waivers like this will give MN the flexibility they need to bring relief from rising Obamacare costs for Minnesotans https://goo.gl/cxhukw,0.0,0.7906
150,Ted Budd,R,house,RT @NewellClark Welcome @RepTedBudd @toddpoole 2 @CityofLexington today. We R eating #BBQ of course...@barbecuefest http://pbs.twimg.com/media/DIAEzUgXcAEGnZx.jpg,0.8,0.4588
151,Rodney Davis,R,house,A fun night tour of the @uscapitol last wk w/ @IllinoisStateU &amp; @Illinois_Alma students http://pbs.twimg.com/media/DD0tZL1XsAABve1.jpg http://pbs.twimg.com/media/DD0tZL5XgAA8AXj.jpg,0.15,0.5106
152,Sheldon Whitehouse,D,senate,".@realDonaldTrump, this isn’t a reality TV show; this is Americans’ health care. Stop sabotaging it. My statement: https://www.whitehouse.senate.gov/news/release/whitehouse-statement-on-trump-aca-sabotage",0.0,0.25
153,Mario Diaz-Balart,R,house,"Proudly voted to move meaningful tax reform forward, which will empower American families + encourage job growth. https://mariodiazbalart.house.gov/media-center/press-releases/diaz-balart-votes-to-move-meaningful-tax-reform-forward",0.433333333333,0.8957
154,Mike Quigley,D,house,Clean #energy must fuel the future. New drilling along US coasts = decades of CO2 pollution. # ProtectOurCoasts http://bit.ly/2uTy7Ob,0.167676767677,0.4019
155,Ted Lieu,D,house,"The @SenateGOP version of #Trumpcare is just as mean &amp; heartless at the House version. No ifs, ands, or buts about it!",-0.390625,-0.69
156,Glenn Thompson,R,house,On Floor to offer amendment to HR 3354 Make America Secure &amp; Prosperous Appropriation Act to prevent placing tolls on I-80.  Passed!,0.5,0.7088
157,Jimmy Panetta,D,house,"(3) Cost-saving subsidies would be eliminated, making it harder for families to pay for coverage.",-0.1,-0.1027
158,Tammy Duckworth,D,senate,"If @realDonaldTrump cannot—or will not—recognize the threat white supremacists pose to America, true patriots must ask what side he is on",0.175,-0.3818
159,Lucille Roybal-Allard,D,house,"Proud to support #ABetterDeal for Americans -- higher wages, millions of good new jobs, lower prescription drug prices, affordable college. http://pbs.twimg.com/media/DFhAXMDXUAEoukk.jpg",0.471590909091,0.7579
160,John Cornyn,R,senate,But not Justice Thomas? Smithsonian African American museum to feature Colin Kaepernick artifacts http://www.washingtonexaminer.com/article/2632053 via @dcexaminer,0.0,-0.4168
161,Tim Walz,D,house,Former KGB agent &amp; authoritarian says he didn't attack our election? Yeah..... I think I'll trust our US Intel. Community &amp; European allies.,0.0,0.7054
162,Tim Scott,R,senate,RT @Mike_SCashman Swansea High School meeting Sen. Tim Scott @JAF_SC @SenatorTimScott https://t.co/QOfEAEJRpD,0.16,0.0
163,Catherine Cortez Masto,D,senate,RT @UniNoticias Con este mensaje @MariaESalinas anuncia que dejará @Univision después de 36 años presentando el noticiero. http://pbs.twimg.com/media/DGVx22nUQAARmmD.jpg https://video.twimg.com/ext_tw_video/893245295932227584/pu/vid/1280x720/A1mgTKcugevkYIDA.mp4,0.0,0.0
164,Anthony G. Brown,D,house,"RT @MartinOMalley Not if they're dead, Kellyanne. https://t.co/oYizjgmyXm",-0.2,-0.6486
165,Patty Murray,D,senate,This is the 11th hour. Don't stop calling &amp; making your voices heard against #Trumpcare →  https://www.bustle.com/p/calling-your-senator-about-trumpcare-really-does-make-a-difference-72551,0.0,0.2235
166,Luke Messer,R,house,Arriving at the @VP's event in Anderson to talk #taxcuts http://pbs.twimg.com/media/DKWcOI4WsAAM1ER.jpg http://pbs.twimg.com/media/DKWcOI5W4AImK4E.jpg http://pbs.twimg.com/media/DKWcOI5WkAMUcYi.jpg http://pbs.twimg.com/media/DKWcOI9W0AAhb2H.jpg,0.0,0.0
167,Carlos Curbelo,R,house,"Job creators waste $23 BILLION dealing w/ complex depreciation rules. #TaxReform will support those who want to create jobs, not punish them http://pbs.twimg.com/media/DIFOTrRXkAANkj1.jpg",-0.25,0.6219
168,Carlos Curbelo,R,house,"I may not be on the School Board anymore, but I still get to meet w/ some of @MDCPS's great #FL26 students when they visit DC. https://t.co/6HbpbkvgcH",0.8,0.7684
169,Claudia Tenney,R,house,"#NY22ManufacturingRoundTable Indium-To retain skilled workforce we offer competitive health care, Obamacare making that harder for us to do",0.2,0.5994
170,Don Beyer,D,house,.@RepTedLieu and I have also repeatedly urged the White House to revoke Jared Kushner's security clearance. https://www.vogue.com/article/ivanka-trump-security-clearance?mbid=social_twitter,0.0,0.34
171,Patrick Leahy,D,senate,"RT @CNN ""Well, what do you say to that?"" Don Lemon responds to Trump's speech, calling it a ""total eclipse of the facts"" http://snpy.tv/2vnd32p",0.0,0.0
172,Diane Black,R,house,A privilege to meet you &amp; Missy to hear about the work you're doing in TN. God smiles on your sweet family - I ❤️ this picture! https://twitter.com/lisadharper/status/915610763712065536 QT @lisadharper Gotta love it when one of your very own state’s congressional reps ~ @repdianeblack ~ joyfully… https://www.instagram.com/p/BZ1RbLug671/,0.5725,0.9567
173,Claire McCaskill,D,senate,"Visitors to SW MO can visit the George Washington Carver National Monument (@GWCarverNPS) in Diamond! #NationalPeanutDay @NatlParkService 🥜 https://twitter.com/USGS/status/907952012557291520 QT @USGS Remembering the scientist, educator &amp; humanitarian, George Washington Carver https://on.doi.gov/2y34M5X #WednesdayWisdom #nationalpeanutday http://pbs.twimg.com/media/DJjkYyMVwAAl7aU.jpg",0.0,0.7371
174,Sheldon Whitehouse,D,senate,"In DC, it may seem like political fun &amp; games, but back in Rhode Island classrooms, fear over @POTUS’s immigration policy is real. http://pbs.twimg.com/ext_tw_video_thumb/915327783915737094/pu/img/W2PruP4RfjktdWXk.jpg https://video.twimg.com/ext_tw_video/915327783915737094/pu/vid/320x180/LwNV_eDGAXZMQikM.mp4",0.125,-0.34
175,Mario Diaz-Balart,R,house,Called @Publix to tell them Immokalee+Redlands Christian Migrant Assoc badly needed ice+water. Just hrs later-they delivered. Thanks! #SWFL,-0.15,-0.126
176,Brad Schneider,D,house,"Great Congress On Your Corner this morning in Buffalo Grove. Discussed protecting #ACA, need for commonsense gun safety reforms, and more. http://pbs.twimg.com/media/DMIfy6dWAAAaLn5.jpg http://pbs.twimg.com/media/DMIfy6aXUAA1Yxr.jpg http://pbs.twimg.com/media/DMIfy6bXUAM_eEd.jpg",0.65,0.6705
177,Ted Cruz,R,senate,Track Hurricane #Harvey and follow this list of emergency managers for live updates: https://twitter.com/TwitterGov/lists/emergency-management,0.136363636364,-0.3818
178,Mike Quigley,D,house,"Sunday Read: Decades later, we're still learning more about the brilliant, patriotic women who helped us win #WWII http://politi.co/2ykczig",0.55,0.8344
179,Ted Deutch,D,house,"With difficult and dangerous situation ongoing, House aid package passed yesterday doesn't go far enough.",-0.25,-0.6808
180,Joseph Crowley,D,house,"It is deeply concerning that the @WhiteHouse would purposefully conceal this second meeting between Presidents Trump and Putin. 1/ https://twitter.com/kylegriffin1/status/887443024808161288 QT @kylegriffin1 NYT confirms the second Trump-Putin meeting, ""of which there is no official United States government record"". https://www.nytimes.com/2017/07/18/world/europe/trump-putin-undisclosed-meeting.html?action=Click&contentCollection=BreakingNews&contentID=65591570&pgtype=Homepage",0.0,0.6289
181,Keith Ellison,D,house,RT @voxdotcom Only 13% of Americans know that more than 90% of scientists believe in global warming. That’s not good. https://www.vox.com/science-and-health/2017/7/6/15924444/global-warming-consensus-survey?utm_campaign=vox&utm_content=chorus&utm_medium=social&utm_source=twitter,0.0375,-0.2037
182,Ileana Ros-Lehtinen,R,house,Admin bans #transgender troops who are eager to serve our nation and preserve #freedom. No reason to turn away patriots who defend #liberty,0.0,0.0772
183,Catherine Cortez Masto,D,senate,"Built in 1880 &amp; recently restored, the Eureka Opera House was always one of my favorite stops as AG. Such a stunning &amp; historic building! http://pbs.twimg.com/media/DIbHGDGVwAAel5h.jpg",0.2,0.7712
184,Don Bacon,R,house,Thnx to @mudomahane &amp;@One_Werner for the CNG facility tour. http://pbs.twimg.com/media/DHjbdqjUwAEOpdZ.jpg http://pbs.twimg.com/media/DHjbdq9V0AABwDg.jpg http://pbs.twimg.com/media/DHjbdr0UAAAMnGv.jpg http://pbs.twimg.com/media/DHjbdrQUwAEm2_3.jpg,0.0,0.0
185,David Cicilline,D,house,Rep Cicilline on @POTUS @realDonaldTrump decertifying the Iranian nuclear deal. http://pbs.twimg.com/media/DMCTBezWAAEdfNW.jpg,0.0,0.0
186,Steve Chabot,R,house,I’m heading down to the House Floor to honor former Congressman Regula. Watch here: https://www.house.gov/,-0.0777777777778,0.4939
187,Lacy Clay,D,house,RT @davidaxelrod This plot has become as thick as a bowl of borscht. https://www.nytimes.com/2017/07/09/us/politics/trump-russia-kushner-manafort.html?smprod=nytcore-iphone&smid=nytcore-iphone-share,-0.3,0.0
188,Rand Paul,R,senate,"Hypocrites, they pretend concern over our constitutional duty to declare war and then block any vote on ending any of our 7 current wars",0.0,-0.8957
189,Tom Udall,D,senate,We’re demanding DHS investigate the unprecedented amount of money the Secret Service is being forced to spend because of @POTUS' travel. http://pbs.twimg.com/media/DJdt8GaXoAA_A-Q.jpg http://pbs.twimg.com/media/DJdt80rXUAAZW-W.jpg http://pbs.twimg.com/media/DJdt9bLW4AAa8V9.jpg,-0.0333333333333,-0.5994
190,Trent Franks,R,house,I'll be joining @FaithandFreedom tomorrow morning on @facebook at 9:30a ET/ 6:30a AZ. Tune in! #TheyFeelPain https://twitter.com/faithandfreedom/status/915659994355421184 QT @FaithandFreedom .@RepTrentFranks discusses the Pain-Capable Unborn Child Protection Act on Facebook Live at 9:30am ET tomorrow! #TheyFeelPain http://pbs.twimg.com/media/DLUT6PIWkAIQivH.jpg,0.170454545455,0.627
191,Jeff Merkley,D,senate,Thank you to all who turned out to my Lincoln County #TownHall to share your thoughts on #healthcare and getting money out of politics. http://pbs.twimg.com/media/DG0C9N9XYAABLML.jpg http://pbs.twimg.com/media/DG0C9N-XsAMh-ki.jpg,0.0,0.5719
192,Don Beyer,D,house,"""Women’s rights are about fundamental justice.. about the way women are treated and regarded in this country"" - #TitleIX champion Patsy Mink",0.0,0.5994
